"","company.source.no","filename","st.addr","city.addr","zip.addr","facility.name","cas_code","cas_name","unit_a","unit_b","unit_c","total_data_a","total_data_b","total_data_c"
"4041","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 108-05-4"," vinyl acetate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",60,0.0138924573749999,0.0347311434374997
"4042","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 108-65-6"," propylene glycol monomethyl ether acetate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,17.7380069138061,53.2140207414183
"4043","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 108-67-8"," 1,3,5-trimethylbenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,717.385564968477,1584.68231550264
"4044","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,6449.0389696976,15705.1108314408
"4045","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 110-82-7"," cyclohexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,39.4909130426215,91.9233986097999
"4046","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 111-46-6"," diethylene glycol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,279.248485466485,668.694921545831
"4047","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 112-34-5"," <html>  diethylene glycol monobutyl ether <b>butyl carbitol</b></html>"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,210.276992147575,334.035836545473
"4048","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 117-81-7"," di(2-ethylhexyl) phthalate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,752.663150434324,2378.42891553489
"4049","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 1310-73-2"," sodium hydroxide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,26.72,80.16
"4050","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,4511.70092013761,20172.5757469464
"4051","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 141-32-2"," butyl acrylate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2005.75307060153,5020.9482807103
"4052","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 25265-71-8"," dipropylene glycol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2.40752448,6.0188112
"4053","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 67-56-1"," methanol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,15912.1045754994,32228.1307838852
"4054","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,0.192970719593846,0.395523226411171
"4055","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 7664-38-2"," phosphoric acid"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,1.32450918359161,3.31127295897903
"4056","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 7664-41-7"," ammonia"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,59.7853532343132,149.463383085783
"4057","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 78-93-3"," methyl ethyl ketone"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,1051.30852350813,3352.73031511877
"4058","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 80-62-6"," methyl methacrylate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,9676.74362586503,18330.1303401972
"4059","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 95-63-6"," 1,2,4-trimethylbenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2415.26817302573,5255.23953902711
"4060","24-8082","248082-1En","1675 Commercial Street NE","Salem","97301","Ennis Paint Inc. DBA Ennis Traffic Safety Solutions"," 98-82-8"," cumene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,358.692782484238,792.341157751319
"4061","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 100-41-4"," ethyl benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.544e-07,2.98556853976471e-06,1.77881097609412e-06
"4062","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 100-42-5"," styrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.38e-05,5.82862e-07,8.761732e-07
"4063","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 106-93-4"," ethylene dibromide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.26e-05,1.043274e-06,1.5682764e-06
"4064","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 106-99-0"," 1,3-butadiene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00132686,5.26381262745098e-05,6.08102561568627e-05
"4065","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0052728,0.000428938498039216,0.00037217026745098
"4066","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0011740068,0.0013872549075302,0.000850042612985255
"4067","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 108-90-7"," chlorobenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.58e-05,6.31842e-07,9.498012e-07
"4068","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,1.8108e-07,1.83096e-07
"4069","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 120-12-7"," anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8848e-09,5.72705813537255e-08,3.41220898958431e-08
"4070","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 129-00-0"," pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.701e-08,1.99507834666667e-07,1.18867594266667e-07
"4071","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.000128,0.00300121098039216,0.0017852862745098
"4072","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 18540-29-9"," chromium vi"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.96e-07,1.214704e-08,1.8259744e-08
"4073","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.0424e-09,1.06091078265098e-07,6.32094429126275e-08
"4074","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.5636e-09,1.00457990436863e-07,5.98532568199216e-08
"4075","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.9236e-09,6.94756754015686e-08,4.13938976340392e-08
"4076","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 206-44-0"," fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.9366e-08,2.27203945392157e-07,1.35368939189804e-07
"4077","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.9236e-09,6.94756754015686e-08,4.13938976340392e-08
"4078","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.0156e-09,1.18767351768627e-08,7.07627078392157e-09
"4079","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.5236e-09,1.11724286813333e-07,6.65657510693333e-08
"4080","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 25321-22-6"," dichlorobenzenes (mixed isomers) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-09,1.2072e-10,1.22064e-10
"4081","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.04242015,0.0342987818587255,0.0213149012368431
"4082","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-12,1.2072e-13,1.22064e-13
"4083","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.6824e-09,7.83947663396078e-08,4.67078945494902e-08
"4084","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 542-75-6"," 1,3-dichloropropene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.54e-05,6.22046e-07,9.350756e-07
"4085","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 56-23-5"," carbon tetrachloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.54e-05,8.66946e-07,1.3032156e-06
"4086","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 56-49-5"," 3-methylcholanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-12,1.8108e-13,1.83096e-13
"4087","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.60436e-08,1.88241216370196e-07,1.12154774513255e-07
"4088","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 57-97-6"," 7,12-dimethylbenz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.2e-11,1.6096e-12,1.62752e-12
"4089","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 67-56-1"," methanol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00612,0.0001498788,0.00022530168
"4090","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 67-66-3"," chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.74e-05,6.71026e-07,1.0087036e-06
"4091","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0031840042,0.000640115670083529,0.000451073630082588
"4092","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 71-55-6"," methyl chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.44e-07,1.10785247701961e-05,6.6006193452549e-06
"4093","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 74-87-3"," methyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.24e-05,2.017976e-06,3.0334736e-06
"4094","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7439-92-1"," lead"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.621e-06,6.10361081392157e-05,3.63748565909804e-05
"4095","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",7.66076e-06,3.90689331299608e-05,2.3373854026149e-05
"4096","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7439-97-6"," mercury"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.06652e-06,1.97010079548235e-05,1.17242875876706e-05
"4097","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0001698442,2.38344683188235e-05,1.79377207884706e-05
"4098","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-36-0"," antimony"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.05e-05,2.57145e-07,3.86547e-07
"4099","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-38-2"," arsenic"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.7604e-06,2.63252697984314e-05,1.57184642059608e-05
"4100","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-39-3"," barium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.1488e-06,1.2632124e-07,1.89671528e-07
"4101","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-41-7"," beryllium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.95624e-07,1.96968099100235e-05,1.17179892555106e-05
"4102","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-43-9"," cadmium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.6382e-06,1.97150517588235e-05,1.17453570124706e-05
"4103","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-47-3"," chromium (not vi)"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.5328e-06,1.97369759988235e-05,1.17782992444706e-05
"4104","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-48-4"," cobalt"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.2040168e-05,2.948680504e-07,4.4324910448e-07
"4105","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-50-8"," copper and compounds"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.1817e-06,3.90082452119608e-05,2.3282603114549e-05
"4106","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7440-66-6"," zinc"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.9378e-05,2.76888314784314e-05,1.77667795819608e-05
"4107","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 75-01-4"," vinyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.436e-05,3.516764e-07,5.2864904e-07
"4108","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00566,0.0020124110627451,0.00132122604156863
"4109","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 75-34-3"," 1,1-dichloroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.26e-05,5.53474e-07,8.319964e-07
"4110","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 76-13-1"," 1,1,2-trichloro-1,2,2-trifluoroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.06e-05,7.49394e-07,1.1265084e-06
"4111","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7723-14-0"," phosphorus"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.892e-05,4.633508e-07,6.9652088e-07
"4112","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 7782-49-2"," selenium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.566048e-06,9.85106910485176e-05,5.86299962476329e-05
"4113","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 78-87-5"," 1,2-dichloropropane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.6e-05,6.3674e-07,9.57164e-07
"4114","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 79-34-5"," 1,1,2,2-tetrachloroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.06e-05,1.239194e-06,1.8627884e-06
"4115","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 83-32-9"," acenaphthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.44036e-08,9.90495404178039e-07,5.90140302523451e-07
"4116","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 85-01-8"," phenanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.2034e-08,4.92902176670588e-07,2.93673352651765e-07
"4117","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 86-73-7"," fluorene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.78856e-08,2.09835051691765e-07,1.25020490211294e-07
"4118","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00019680122,6.57181174052157e-05,4.34129683001804e-05
"4119","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 91-57-6"," 2-methyl naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8e-11,2.4144e-12,2.44128e-12
"4120","24-9201","249201-3No","6302 Torvend Road NE","Silverton","97381","McMinnville Compressor Station"," 95-47-6"," o-xylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.36e-07,5.11677627098039e-06,3.04859113827451e-06
"4121","24-9203","249203Aqua","PO Box 78","Gervais OR ","97026","Fiber-Fab LLC"," 100-42-5"," styrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.17,81266,166000
"4122","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.09532e-06,0.001211369154,0.0015991672
"4123","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.9059e-05,0.04319730105,0.05702614
"4124","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 115-07-1"," propylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.000388,0.4291086,0.56648
"4125","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 120-12-7"," anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.7097e-07,0.0001890842715,0.0002496162
"4126","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 129-00-0"," pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.1569e-07,0.0005703273555,0.0007529074
"4127","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.6827e-05,0.02966932065,0.03916742
"4128","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",7.7284e-08,8.54722398e-05,0.00011283464
"4129","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.7546e-08,6.36429987e-05,8.401716e-05
"4130","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.5429e-07,0.0001706370255,0.0002252634
"4131","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 206-44-0"," fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.6017e-07,0.0006195200115,0.0008178482
"4132","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.0302e-08,3.35124969e-05,4.424092e-05
"4133","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.28297e-06,0.0014189006715,0.0018731362
"4134","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.1267e-07,0.0002352023865,0.0003104982
"4135","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.09671e-05,0.012129064245,0.016011966
"4136","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.5723e-08,3.950785185e-05,5.215558e-05
"4137","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8094e-08,5.31895593e-05,7.021724e-05
"4138","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.6458e-08,9.56182251e-05,0.00012622868
"4139","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.000107864,0.1192921908,0.15748144
"4140","24-9213","249213Pana","5475 Gaffin Rd. SE","Salem","97317","Panasonic Eco Solutions Solar America LLC"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.5028e-06,0.00387392166,0.005114088
