"company_name","address","key","in_deq","in_storage"
"INTERNATIONAL PAPER","5500 SW WESTERN AVE, BEAVERTON, OR 97005","onsite_storage_021384",NA,1
"TEUFEL PRODUCTS COMPANY","31615 NW SCOTCH CHURCH RD, HILLSBORO, OR 97124","onsite_storage_036761",NA,1
"TOKAI CARBON USA INC","4495 NW 235TH AVE, HILLSBORO, OR 97124","onsite_storage_063742",NA,1
"BEAVERTON CITY OF","14600 SW SEXTON MTN DR, BEAVERTON, OR 97005","onsite_storage_063679",NA,1
"COORSTEK","555 NE 53RD AVE, HILLSBORO, OR 97124","onsite_storage_003097",NA,1
"NIKE INC","ONE BOWERMAN DR, BEAVERTON, OR 97005","onsite_storage_021339",NA,1
"TIGARD-TUALATIN SCHOOL DIST23J","14650 SW 97TH AVE, TIGARD, OR 97224","onsite_storage_089465",NA,1
"GLACIER NORTHWEST INC","19585 SW 118TH AVE, TUALATIN, OR 97062","onsite_storage_065722",NA,1
"WADE MFG CO","9995 SW AVERY ST, TUALATIN, OR 97062","onsite_storage_002379",NA,1
"PROTOCO ENTERPRISES LLC","28757 NW WEST UNION RD, NORTH PLAINS, OR 97133","onsite_storage_002433",NA,1
"PACIFIC LANDSCAPE MGMT INC","21555 NW AMBERWOOD DR, HILLSBORO, OR 97124","onsite_storage_084207",NA,1
"CORNELIUS QUAKER STATE","736 BASELINE ST, CORNELIUS, OR 97113","onsite_storage_084338",NA,1
"VANGUARD EMS INC","3725 SW HOCKEN AVE, BEAVERTON, OR 97005","onsite_storage_032508",NA,1
"YEAROUND LAWN CARE","2920 SE 74TH AVE, HILLSBORO, OR 97123","onsite_storage_089932",NA,1
"NORTHWEST EARTHMOVERS INC","13600 SW GALBREATH DR, SHERWOOD, OR 97140","onsite_storage_068547",NA,1
"SPECIALIZED PAVEMENT MARKING","11095 SW INDUSTRIAL WAY BLDG B, TUALATIN, OR 97062","onsite_storage_068609",NA,1
"JEWELL ATTACHMENTS LLC","18135 SW BOONES FERRY RD, PORTLAND, OR 97224","onsite_storage_032061",NA,1
"BARRIER CORPORATION","9820 SW TIGARD ST, TIGARD, OR 97223","onsite_storage_084613",NA,1
"P-M INDUSTRIES INC","14305 SW MILLIKAN, BEAVERTON, OR 97005","onsite_storage_002224",NA,1
"DAVIS TOOL INC","780 SW BAILEY AVE, HILLSBORO, OR 97123","onsite_storage_032108",NA,1
"LEUPOLD & STEVENS INC","14400 NW GREENBRIER PKWY, BEAVERTON, OR 97006","onsite_storage_002614",NA,1
"FUJIMI CORPORATION","9949 SW COMMERCE CIR, WILSONVILLE, OR 97070","onsite_storage_021657",NA,1
"CARTER 2 SYSTEMS INC","2750 SE 39TH AVE, HILLSBORO, OR 97123","onsite_storage_034667",NA,1
"ADVANCED COLOR SYSTEMS INC","10350 SW TUALATIN RD, TUALATIN, OR 97062","onsite_storage_087764",NA,1
"R & D MFG INC","160 SW FREEMAN AVE, HILLSBORO, OR 97123","onsite_storage_065181",NA,1
"HILLSBORO SCHOOL DISTRICT 1J","1220 SW WALNUT ST, HILLSBORO, OR 97123","onsite_storage_087604",NA,1
"SURE POWER INC","10189 SW AVERY ST, TUALATIN, OR 97062","onsite_storage_002122",NA,1
"ALOHA SANITARY SERVICE","8600 SW HILLSBORO HWY, HILLSBORO, OR 97123","onsite_storage_033930",NA,1
"R & S NURSERY CO","11715 SW HILLSBORO HWY, HILLSBORO, OR 97123","onsite_storage_021893",NA,1
"ANTHRO CORP","10630 SW MANHASSET DR, TUALATIN, OR 97062","onsite_storage_100250",NA,1
"OAK HILLS HOMEOWNERS ASSOC","2085 NW 153RD AVE, BEAVERTON, OR 97006","onsite_storage_056337",NA,1
"MONTINORE VINEYARDS","3663 SW DILLEY RD, FOREST GROVE, OR 97116","onsite_storage_048693",NA,1
"NEW SEASON FOODS","2329 YEW ST, FOREST GROVE, OR 97116","onsite_storage_006637",NA,1
"BEYNON SPORT SURFACES","19600 SW 129TH AVE STE A, TUALATIN, OR 97062","onsite_storage_007120",NA,1
"AXIOM INDUSTRIES INC","18300 SW BOONES FERRY, DURHAM, OR 97224","onsite_storage_007131",NA,1
"AIRGAS USA LLC","16325 SW UPR BOONES FRY RD, TIGARD, OR 97224","onsite_storage_014451",NA,1
"TUALATIN HILLS PARK & REC","9985 SW 125TH, BEAVERTON, OR 97006","onsite_storage_074634",NA,1
"AIRGAS USA LLC","20001 SW TETON AVE, TUALATIN, OR 97062","onsite_storage_016327",NA,1
"WESTMARK INDUSTRIES INC","6701 SW MCEWAN RD, LAKE OSWEGO, OR 97035","onsite_storage_048213",NA,1
"BEAVERTON CITY OF","13520 SW HANSON RD, BEAVERTON, OR 97005","onsite_storage_016508",NA,1
"HILLSBORO CITY OF","CHERRY GROVE PUMP STA, GASTON, OR 97119","onsite_storage_100526",NA,1
"INTERNATIONAL PAPER COMPANY","5570 SW WESTERN AVE, BEAVERTON, OR 97005","onsite_storage_016469",NA,1
"FOREST GROVE CITY OF","501 WATERCREST, FOREST GROVE, OR 97116","onsite_storage_016513",NA,1
"CONTECH ENGINEERED SOLUTIONS LLC","710 SW ARMCO AVE, HILLSBORO, OR 97123","onsite_storage_006443",NA,1
"INTEL CORPORATION","2111 NE 25TH AVE, HILLSBORO, OR 97124","onsite_storage_006453",NA,1
"NW FIRE SUPPRESSION INC","1800 NW 169TH PL STE C700, BEAVERTON, OR 97006","onsite_storage_076195",NA,1
"PACIFIC MODULAR INC","6190 SW ARCTIC DR, BEAVERTON, OR 97005","onsite_storage_056693",NA,1
"PACIFIC FOODS OF OREGON INC","19480 SW 97TH AVE, TUALATIN, OR 97062","onsite_storage_056659",NA,1
"SCOTTS LAWNSERVICE","13565 SW TUALATIN SHRWD BLVD, SHERWOOD, OR 97140","onsite_storage_099276",NA,1
"CASCADE WINDOWS","10255 SW SPOKANE CT, TUALATIN, OR 97062","onsite_storage_052466",NA,1
"TIGARD SAND & GRAVEL LLC","21455 SW 120TH, TUALATIN, OR 97062","onsite_storage_008606",NA,1
"LIEB FOODS LLC","2550 23RD AVE, FOREST GROVE, OR 97116","onsite_storage_054231",NA,1
"MACS RADIATOR & REPAIR","631 SW BASELINE, HILLSBORO, OR 97123","onsite_storage_011727",NA,1
"WILLAMETTE LANDSCAPE SERVICES","18480 SW PACIFIC DR, TUALATIN, OR 97062","onsite_storage_052253",NA,1
"USHER PRECISION MANUFACTURING INC","3863 24TH AVE, FOREST GROVE, OR 97116","onsite_storage_008371",NA,1
"PARTNERS ON DEMAND INC","13955 SW MILLIKAN WAY 100, BEAVERTON, OR 97005","onsite_storage_098581",NA,1
"GARRON GROUNDS MAN INC","11277 SW CLAY ST STE D, SHERWOOD, OR 97140","onsite_storage_053206",NA,1
"CHINICK LANDSCAPING & NURSERY","21300 NW WEST UNION RD, HILLSBORO, OR 97123","onsite_storage_052849",NA,1
"PACKAGING RESOURCES CO","12555 SW TUALATIN SHRWD RD, TUALATIN, OR 97062","onsite_storage_008723",NA,1
"BOB CARLSON INC","560 SW MAPLE ST, HILLSBORO, OR 97123","onsite_storage_010139",NA,1
"PRECISION WIRE COMPONENTS LLC","10230 SW SPOKANE CT, TUALATIN, OR 97062","onsite_storage_052947",NA,1
"BRIDGEPORT DISTRIBUTION INC","16520 SW 72ND AVE BLDG 7, TIGARD, OR 97224","onsite_storage_013332",NA,1
"TAPP LABEL CO LLC","11000 SW 11TH ST STE 400-D, BEAVERTON, OR 97005","onsite_storage_007820",NA,1
"DMH INC","3802 24TH AVE, FOREST GROVE, OR 97116","onsite_storage_007651",NA,1
"INTEL CORPORATION","5200 NE ELAM YOUNG PKWY, HILLSBORO, OR 97124","onsite_storage_006454",NA,1
"ACUMED INC","5885 NW CORNELIUS PASS RD, HILLSBORO, OR 97124","onsite_storage_049417",NA,1
"RESERS FINE FOODS INC","11150 SW ALLEN BLVD, BEAVERTON, OR 97005","onsite_storage_007404",NA,1
"LGINTERNATIONAL","6700 SW BRADBURY CT, PORTLAND, OR 97224","onsite_storage_007883",NA,1
"RELIABLE TRANSMISSION","144 SE OAK ST, HILLSBORO, OR 97123","onsite_storage_013750",NA,1
"AXIOM ELECTRONICS","19545 NW VON NEUMANN DR, HILLSBORO, OR 97006","onsite_storage_008247",NA,1
"ELECTRONIC MFG SERVICES","10950 SW 5TH ST STE 180, BEAVERTON, OR 97005","onsite_storage_008264",NA,1
"LEXUS OF PORTLAND LLC","8840 SW CANYON RD, PORTLAND, OR 97225","onsite_storage_055035",NA,1
"JB INSULATION","14255 SW GALBREATH DR, SHERWOOD, OR 97140","onsite_storage_096678",NA,1
"HILLSBORO CITY OF","142 SE MAPLE ST, HILLSBORO, OR 97123","onsite_storage_017864",NA,1
"TWIN OAKS DIALYSIS CENTER","15201 NW GREENBRIER PKWY STE C-2, BEAVERTON, OR 97006","onsite_storage_092562",NA,1
"BLASTZONE SANDBLASTING","8260 SW OLD HWY 47, GASTON, OR 97119","onsite_storage_102380",NA,1
"VISION PLASTICS","26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070","onsite_storage_043616",NA,1
"FOREST GROVE SCHOOL DIST 15","2701 TAYLOR WAY, FOREST GROVE, OR 97116","onsite_storage_080569",NA,1
"JAMES KING & CO INC","19939 SW CIPOLE, SHERWOOD, OR 97041","onsite_storage_005454",NA,1
"VIOC","6900 SW NYBERG ST, TUALATIN, OR 97062","onsite_storage_092682",NA,1
"PENSKE TRUCK LEASING CO LP","9255 SW RIDDER RD, WILSONVILLE, OR 97070","onsite_storage_044179",NA,1
"BEAVERTON DIALYSIS","2715 SW 153RD DR, BEAVERTON, OR 97006","onsite_storage_101730",NA,1
"WASHINGTON COUNTY","1400 SW WALNUT ST, HILLSBORO, OR 97123","onsite_storage_017343",NA,1
"PACIFIC SPORTS TURF INC","12725 SW HERMAN RD, TUALATIN, OR 97062","onsite_storage_101984",NA,1
"VIOC","15410 SW PACIFIC HWY, TIGARD, OR 97224","onsite_storage_092681",NA,1
"SIGNATURE LANDSCAPE CARE","23275 SW 82ND AVE, TUALATIN, OR 97062","onsite_storage_058407",NA,1
"MAXTEK COMPONENTS CORP","2905 SW HOCKEN AVE, BEAVERTON, OR 97005","onsite_storage_043651",NA,1
"TIGARD-TUALATIN AQUATIC DISTRICT","22380 SW BOONES FERRY RD, TUALATIN, OR 97062","onsite_storage_092304",NA,1
"ORACLE AMERICA INC","3295 NW 211TH TERR, HILLSBORO, OR 97124","onsite_storage_092313",NA,1
"TUALATIN VALLEY WATER DISTRICT","1850 SW 170TH, BEAVERTON, OR 97006","onsite_storage_018374",NA,1
"ACLARYN PLASTICS INC","5405 SE ALEXANDER ST STE L, HILLSBORO, OR 97123","onsite_storage_059390",NA,1
"TIGARD-TUALATIN AQUATIC DISTRICT","8680 SW DURHAM RD, TIGARD, OR 97224","onsite_storage_059259",NA,1
"RE-NU CHEM CO","2020 NW ALOCLEK DR STE 124, HILLSBORO, OR 97124","onsite_storage_016872",NA,1
"EPSON PORTLAND INC","3950 NW ALOCLEK PL, HILLSBORO, OR 97124","onsite_storage_018761",NA,1
"PUMPKIN RIDGE GOLF CLUB","12930 NW OLD PUMPKN RDG RD, NORTH PLAINS, OR 97133","onsite_storage_043950",NA,1
"COPYTRONIX","16640 SW 72ND AVE, PORTLAND, OR 97224","onsite_storage_018753",NA,1
"TUALATIN HILLS PARK & REC","18650 SW KINNAMAN RD, ALOHA, OR 97007","onsite_storage_018226",NA,1
"ANTHRO CORP","10450 SW MANHASSET DR, TUALATIN, OR 97062","onsite_storage_043760",NA,1
"PSALM 1 LANDSCAPE INC","11440 NW HWY 47, FOREST GROVE, OR 97116","onsite_storage_057319",NA,1
"BEAVERTON CITY OF","3300 SW 209TH AVE, ALOHA, OR 97007","onsite_storage_095124",NA,1
"PERMAPOST PRODUCTS","4066 SE TV HWY, HILLSBORO, OR 97123","onsite_storage_005314",NA,1
"TUALATIN HILLS PARK & REC","12850 SW THIRD, BEAVERTON, OR 97005","onsite_storage_018228",NA,1
"TUALATIN HILLS PARK & REC","13707 NW SCIENCE PARK DR, PORTLAND, OR 97229","onsite_storage_018231",NA,1
"VERIS INDUSTRIES LLC","12345 SW LEVETON DR, TUALATIN, OR 97062","onsite_storage_059786",NA,1
"ODOT","48400 NW SUNSET HWY, BANKS, OR 97106","onsite_storage_006060",NA,1
"VIOC","7570 SW BASELINE RD, HILLSBORO, OR 97123","onsite_storage_092683",NA,1
"FOREST GROVE CITY OF","2551-A 23RD AVE, FOREST GROVE, OR 97116","onsite_storage_017910",NA,1
"GRABHORN INC","14930 SW VANDERMOST RD, BEAVERTON, OR 97007","onsite_storage_043347",NA,1
"TVT DIE CASTING & MFG INC","7340 SW LANDMARK LN, PORTLAND, OR 97224","onsite_storage_090715",NA,1
"ENSTROM LANDSCAPE MANAGEMENT L","13300 SW GALBREATH DR, SHERWOOD, OR 97140","onsite_storage_079420",NA,1
"FOREST GROVE CITY OF","2300 SUNSET DR, FOREST GROVE, OR 97116","onsite_storage_017146",NA,1
"KINETICS DYNACAST INC","10085 SW COMMERCE CIR, WILSONVILLE, OR 97070","onsite_storage_108017",NA,1
"BEAVERTON TOYOTA CO","4355 SW 142ND, BEAVERTON, OR 97005","onsite_storage_108726",NA,1
"PACIFIC FOODS OF OREGON INC","19400 SW TETON AVE, TUALATIN, OR 97062","onsite_storage_120703",NA,1
"HILLSBORO CITY OF","450 NE 53RD AVE, HILLSBORO, OR 97124","onsite_storage_120666",NA,1
"RESERS FINE FOODS INC","6999 NW CENTURY BLVD, HILLSBORO, OR 97124","onsite_storage_121559",NA,1
"LANDSCAPE UNLIMITED LLC","3400 SW 209TH AVE, ALOHA, OR 97007","onsite_storage_120957",NA,1
"GREEN ENERGY SOLUTIONS","23515 NW CLARA LN STE 150, HILLSBORO, OR 97124","onsite_storage_121075",NA,1
"SUMMIT FOODS","1840 B STREET, FOREST GROVE, OR 97116","onsite_storage_121211",NA,1
"TUALATIN VALLEY WATER DISTRICT","7975 SW GRABHORN, BEAVERTON, OR 97007","onsite_storage_114118",NA,1
"PACIFIC FOODS OF OREGON","9955 SW POTANO, TUALATIN, OR 97062","onsite_storage_114139",NA,1
"NORTHWEST CIRCUIT BOARD","2900 SW CORNELIUS PASS RD STE 864, HILLSBORO, OR 97123","onsite_storage_113617",NA,1
"PRECISION WIRE COMPONENTS","10280 SW SPOKANE CT, TUALATIN, OR 97062","onsite_storage_112626",NA,1
"BEAVER NURSERY","12773 SW CAMPBELL RD, HILLSBORO, OR 97123","onsite_storage_113677",NA,1
"SUMMIT FOODS INC","32155 NW COTTAGE ST, NORTH PLAINS, OR 97133","onsite_storage_113357",NA,1
"TOKYO ELECTRON AMERICA INC","1800 NE 25TH AVE STES 2-10, HILLSBORO, OR 97124","onsite_storage_113526",NA,1
"FOREVER GREEN LANDSCAPES LLC","16069 SW HILLSBORO HWY, HILLSBORO, OR 97123","onsite_storage_117384",NA,1
"LANDGRAPHICS INC","21255 SW CHERRY LN, HILLSBORO, OR 97124","onsite_storage_110430",NA,1
"ALL PEST CONTROL COMPANY","9388 SW TIGARD ST, TIGARD, OR 97223","onsite_storage_111040",NA,1
"DAVITA TOTAL RENAL CARE INC","2500 NW 229TH AVE BLD E-300, HILLSBORO, OR 97124","onsite_storage_116431",NA,1
"BEAVERTON CITY OF","13450 SW HANSON RD ASR 4, BEAVERTON, OR 97005","onsite_storage_110372",NA,1
