"","Source.Number","Source.Name","Site.Address","City,.State.Zip","Operating.Status","SIC.Codes","NAICS.Codes","X8","Permit.Number","DEQ.Permit.and.Review","addr","in_deq_permits","FacilityID","FacilityName","BusinessType","NAICS1","NAICSDesc1","NAICS2","NAICSDesc2","ChemicalID","ChemName","HazardousIngredient","AvgAmt","MaxAmt","UnitDesc","StorageType1","HazClass1Desc","HazClass2Desc","in_chem_storage_data","addr_id","key"
"1870","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",5686,"CARBON","CARBON","1,000-4,999","1,000-4,999","POUNDS","BAG","Combustible Material","",1,259,"34-2678"
"1871","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",57267,"PRINTOGANTH U COPPER SOLUTION","SODIUM HYDROXIDE","200-499","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard","Corrosive Material",1,259,"34-2678"
"1872","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",58543,"MS-1109","PROPRIETARY ALCOHOL","500-999","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Corrosive Material","",1,259,"34-2678"
"1873","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",58545,"ETCHBOND CT 910","FORMIC ACID","500-999","500-999","GALLONS","TANK INSIDE BUILDING","Corrosive Material","",1,259,"34-2678"
"1874","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",58546,"TSN-3000","NITRIC ACID","500-999","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Combustible Material","Corrosive Material",1,259,"34-2678"
"1875","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",58781,"DOWEX SBR-P","BENZENE, DIETHENYL-,POLYMER","50-199","1,000-4,999","POUNDS","PLASTIC OR NON-METALLIC DRUM","Miscellaneous Hazardous Material","",1,259,"34-2678"
"1876","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",6079,"CAUSTIC SODA LIQUID 30%","SODIUM HYDROXIDE","500-999","500-999","GALLONS","ABOVEGROUND TANK","Corrosive Material","",1,259,"34-2678"
"1877","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",8000,"COPPER ANODE BALLS","COPPER","50,000-99,999","50,000-99,999","POUNDS","CAN","Chronic Health Hazard","",1,259,"34-2678"
"1878","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",8036,"COPPER PLATE-LINES 11 AND 12","SULFURIC ACID","10,000-49,999","10,000-49,999","GALLONS","TANK INSIDE BUILDING","Reactive Material","Corrosive Material",1,259,"34-2678"
"1879","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",8065,"COPPER SULFATE SOLUTION","COPPER SULFATE","200-499","1,000-4,999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Corrosive Material","Acute Health Hazard",1,259,"34-2678"
"1880","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",8996,"DES DEVELOPERS","POTASSIUM CARBONATE","5,000-9,999","5,000-9,999","GALLONS","TANK INSIDE BUILDING","Miscellaneous Hazardous Material","",1,259,"34-2678"
"1881","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",8998,"DES ETCHERS","HYDROCHLORIC ACID","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Corrosive Material","Acute Health Hazard",1,259,"34-2678"
"1882","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",8999,"DES STRIP TANKS","ETHANOLAMINE","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Corrosive Material","Acute Health Hazard",1,259,"34-2678"
"1883","34-2678","Viasystems Technologies Corp, L.L.C ","1521 POPLAR LN","FOREST GROVE, OR 97116-2033",NA,"3672","334412","33","34-2678-SI-01","portlandcleanair.org/34-2678","1521 POPLAR LN, FOREST GROVE, OR 97116",1,5691,"VIASYSTEMS TECHNOLOGIES CORP LLC","ELECTRONICS MFR",334412,"BARE PRINTED CIRCUIT BOARD MFG",0,"",9884,"DRILL/ROUTER DUST","COPPER","5,000-9,999","10,000-49,999","POUNDS","STEEL DRUM","Miscellaneous Hazardous Material","",1,259,"34-2678"
"1884","34-2762","Bonita Packaging Products, Inc. Bonita Pioneer Packaging Products","7333 SW BONITA RD","TIGARD, OR 97224-8063",NA,"2759","323112, 323119","33","34-2762-SI-01","portlandcleanair.org/34-2762","7333 SW BONITA RD, TIGARD, OR 97224",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985,"34-2762"
"1885","34-2790","Tokyo Ohka Kogyo America, Inc. TOK America Oregon Plant/HQ","4625 NW Brookwood Parkway","HILLSBORO, OR 97124-9332",NA,"2899","325998","33","34-2790-SI-01","portlandcleanair.org/34-2790","4625 NW Brookwood Parkway, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,"34-2790"
"1886","34-9514","Agilyx Corporation ","7904 SW Huntziker","Tigard, OR 97223",NA,"2869","325199","33","34-9514-SI-01","portlandcleanair.org/34-9514","7904 SW Huntziker, Tigard, OR 97223",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,"34-9514"
"1887","34-0122","Wilson sporting Goods Co. DeMarini Sports","6850 NE CAMPUS WAY","HILLSBORO, OR 97124",NA,"3479","325510","34","34-0122-BS-01","portlandcleanair.org/34-0122","6850 NE CAMPUS WAY, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,"34-0122"
"1888","34-0140","Milgard Doors and Windows ","20789 SW 115TH AVE","TUALATIN, OR 97062-6860",NA,"2431","325510","34","34-0140-BS-01","portlandcleanair.org/34-0140","20789 SW 115TH AVE, TUALATIN, OR 97062",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,"34-0140"
"1889","34-0150","Linde LLC Linde - Hillsboro ASU Plant","4655 NW 235TH AVE","HILLSBORO, OR 97124-5879",NA,"4961",NA,"34","34-0150-BS-01","portlandcleanair.org/34-0150","4655 NW 235TH AVE, HILLSBORO, OR 97124",1,63740,"LINDE LLC","MANUFACTURE INDUSTRIAL GASES",325120,"IND GAS MFG",0,"",18822,"MOBIL DTE OIL LIGHT","BASE OIL","1,000-4,999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Combustible Material","",1,778,"34-0150"
"1890","34-0150","Linde LLC Linde - Hillsboro ASU Plant","4655 NW 235TH AVE","HILLSBORO, OR 97124-5879",NA,"4961",NA,"34","34-0150-BS-01","portlandcleanair.org/34-0150","4655 NW 235TH AVE, HILLSBORO, OR 97124",1,63740,"LINDE LLC","MANUFACTURE INDUSTRIAL GASES",325120,"IND GAS MFG",0,"",51850,"MOBIL DTE OIL MEDIUM","BASE OIL","1,000-4,999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Combustible Material","",1,778,"34-0150"
"1891","34-0150","Linde LLC Linde - Hillsboro ASU Plant","4655 NW 235TH AVE","HILLSBORO, OR 97124-5879",NA,"4961",NA,"34","34-0150-BS-01","portlandcleanair.org/34-0150","4655 NW 235TH AVE, HILLSBORO, OR 97124",1,63740,"LINDE LLC","MANUFACTURE INDUSTRIAL GASES",325120,"IND GAS MFG",0,"",54260,"ADDINOL TURBINE OIL TL 32","NONE LISTED ON MSDS","500-999","500-999","GALLONS","ABOVEGROUND TANK","Combustible Material","",1,778,"34-0150"
"1892","34-0154","NW Natural ","20285 SW CIPOLE RD","SHERWOOD, OR 97140-8339",NA,"7532","811121","34","34-0154-BS-01","portlandcleanair.org/34-0154","20285 SW CIPOLE RD, SHERWOOD, OR 97140",1,120842,"NORTHWEST NATURAL GAS CO","NATURAL GAS DISTRIBUTION-GENERAL MAINT-GARAGE",221210,"NATURAL GAS DISTRIBUTION",0,"",17664,"MAGNESIUM ANODES","MAGNESIUM","500-999","1,000-4,999","POUNDS","BAG","Combustible Material","",1,411,"34-0154"
"1893","34-0154","NW Natural ","20285 SW CIPOLE RD","SHERWOOD, OR 97140-8339",NA,"7532","811121","34","34-0154-BS-01","portlandcleanair.org/34-0154","20285 SW CIPOLE RD, SHERWOOD, OR 97140",1,120842,"NORTHWEST NATURAL GAS CO","NATURAL GAS DISTRIBUTION-GENERAL MAINT-GARAGE",221210,"NATURAL GAS DISTRIBUTION",0,"",18614,"MILORGANITE FERTILIZER","ACTIVATED SEWAGE SLUDGE ORGANIC SOLIDS","200-499","1,000-4,999","POUNDS","BAG","Combustible Material","",1,411,"34-0154"
"1894","34-0154","NW Natural ","20285 SW CIPOLE RD","SHERWOOD, OR 97140-8339",NA,"7532","811121","34","34-0154-BS-01","portlandcleanair.org/34-0154","20285 SW CIPOLE RD, SHERWOOD, OR 97140",1,120842,"NORTHWEST NATURAL GAS CO","NATURAL GAS DISTRIBUTION-GENERAL MAINT-GARAGE",221210,"NATURAL GAS DISTRIBUTION",0,"",30904,"USED OIL","LUBRCATING OILS USED","500-999","500-999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Chronic Health Hazard",1,411,"34-0154"
"1895","34-9507","Genentech, Inc. ","4625 NW Brookwood Parkway","HILLSBORO, OR 97124-9332",NA,"4961, 2834","221330, 325412","34","34-9507-BS-01","portlandcleanair.org/34-9507","4625 NW Brookwood Parkway, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,"34-9507"
"1896","34-9515","Resers Fine Foods, Inc. ","15570 SW Jenkins Rd.","BEAVERTON, OR 97006-5043",NA,"4961","221330","34","34-9515-BS-01","portlandcleanair.org/34-9515","15570 SW Jenkins Rd., BEAVERTON, OR 97006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,"34-9515"
"1897","34-0049","Tarr Acquisition, LLC ","601 BASELINE ST","CORNELIUS, OR 97113-8307",NA,"5171, 5541","424710, 447190","17","34-0049-17-01, 34-0049-22-01","portlandcleanair.org/34-0049","601 BASELINE ST, CORNELIUS, OR 97113",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,"34-0049"
"1898","34-0065","Bretthauer Oil Company ","453 SW WASHINGTON ST","HILLSBORO, OR 97123-3945",NA,"5171, 5541","424710, 447190","17","34-0065-17-01, 34-0065-23-01","portlandcleanair.org/34-0065","453 SW WASHINGTON ST, HILLSBORO, OR 97123",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767,"34-0065"
"1899","34-2651","Bretthauer Oil Company ","6800 SW 110TH AVE","BEAVERTON, OR 97005",NA,"5171, 5541","424710, 447190","17","34-2651-17-01, 34-2651-23-01","portlandcleanair.org/34-2651","6800 SW 110TH AVE, BEAVERTON, OR 97005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,"34-2651"
"1900","26-9551","CCL labels/Portland, Inc. ","15570 SW Jenkins Rd.","Beaverton, OR 97075",NA,NA,NA,NA,NA,NA,"15570 SW Jenkins Rd., Beaverton, OR 97075",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,"26-9551"
"1901","34-0075","Tosoh Quartz, Inc. ","14380 NW SCIENCE PARK DR","PORTLAND, OR 97229-5419",NA,"3231","327215",NA,NA,NA,"14380 NW SCIENCE PARK DR, PORTLAND, OR 97229",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,"34-0075"
"1902","34-0127","Ulbrich Solar Technologies Oregon, LLC ","22975 NW EVERGREEN PKWY","HILLSBORO, OR 97124-7518",NA,NA,NA,NA,NA,NA,"22975 NW EVERGREEN PKWY, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,"34-0127"
"1903","34-0128","Umpqua Bank ","20085 NW TANASBOURNE DR","HILLSBORO, OR 97124-7104",NA,"4911, 6021","522110, 221112",NA,NA,NA,"20085 NW TANASBOURNE DR, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,"34-0128"
"1904","34-0131","Standard Multiwall Bag MFG Co. ","1800 SW MERLO DR","BEAVERTON, OR 97006-5014",NA,"2674","322223, 322224",NA,NA,NA,"1800 SW MERLO DR, BEAVERTON, OR 97006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,"34-0131"
"1905","34-0137","Digital 3825 NW Aloclek Place, LLC Hillsboro Data Center","3825 ALOCLEK PLACE","HILLSBORO, OR 97124",NA,NA,NA,NA,NA,NA,"3825 ALOCLEK PLACE, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,"34-0137"
"1906","34-0141","Adobe Systems, Incorporated Adobe NADC1 Data Center","4450 NE DAWSON CREEK DR","HILLSBORO, OR 97124",NA,"7372","511199, 221112, 518210",NA,NA,NA,"4450 NE DAWSON CREEK DR, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,"34-0141"
"1907","34-0148","Oracle America, Inc. Oracle America, Inc.","3295 NW 211TH TER","HILLSBORO, OR 97124-7110",NA,"3571","334111",NA,NA,NA,"3295 NW 211TH TER, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,"34-0148"
"1908","34-0151","Export Global Metals Inc EG Metals Inc","620 SW WOOD ST","HILLSBORO, OR 97123-5626",NA,"5093","423930",NA,NA,NA,"620 SW WOOD ST, HILLSBORO, OR 97123",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,"34-0151"
"1909","34-0158","New Cingular Wireless PCS, LLC SW 69th tower","10955 SW 69TH AVE","TIGARD, OR 97223-8617",NA,"4812","517210",NA,NA,NA,"10955 SW 69TH AVE, TIGARD, OR 97223",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"34-0158"
"1910","34-0159","New Cingular Wireless PCS, Inc. SW Sandberg St Tower","6975 SW SANDBURG ST","TIGARD, OR 97223-8073",NA,NA,NA,NA,NA,NA,"6975 SW SANDBURG ST, TIGARD, OR 97223",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958,"34-0159"
"1911","34-0160","BASF Corporation SPU Facility","20811 NW CORNELL RD","HILLSBORO, OR 97124-9810",NA,"2899","325998",NA,NA,NA,"20811 NW CORNELL RD, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,"34-0160"
"1912","34-0162","American Blimp Co., LLC ","1900 NE 25TH AVE STE 5","HILLSBORO, OR 97124-5983",NA,"3721","336411",NA,NA,NA,"1900 NE 25TH AVE STE 5, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,"34-0162"
"1913","34-0167","New Cingular Wireless, PCS dba ATT Mobility","4400 NW 229TH AVE","HILLSBORO, OR 97124-9441",NA,"4812","517210",NA,NA,NA,"4400 NW 229TH AVE, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,"34-0167"
"1914","34-0168","New Cingular Wireless PCS, LLC dba ATT Mobility","7100 SW MCEWAN RD","TUALATIN, OR 97224",NA,"4812","517210",NA,NA,NA,"7100 SW MCEWAN RD, TUALATIN, OR 97224",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967,"34-0168"
"1915","34-0169","New Cingular Wireless PCS, LLC dba ATT Mobility","4801 NE AIRPORT RD","HILLSBORO, OR 97124",NA,"4812","517210",NA,NA,NA,"4801 NE AIRPORT RD, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,"34-0169"
"1916","34-0170","New Cingular Wireless PCS, LLC dba ATT Mobility","8515 NW JACKSON SCHOOL RD","NORTH PLAINS, OR 97133-8356",NA,"4812","517210",NA,NA,NA,"8515 NW JACKSON SCHOOL RD, NORTH PLAINS, OR 97133",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,"34-0170"
"1917","34-0171","New Cingular Wireless PCS, LLC dba ATT Mobility","DAVID HILL RD","FOREST GROVE, OR 97116",NA,"4812","517210",NA,NA,NA,"DAVID HILL RD, FOREST GROVE, OR 97116",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155,"34-0171"
"1918","34-0172","New Cingular Wireless PCS, LLC dba ATT Mobility","21975 W BASELINE RD","HILLSBORO, OR 97123-6240",NA,NA,NA,NA,NA,NA,"21975 W BASELINE RD, HILLSBORO, OR 97123",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,"34-0172"
"1919","34-0173","New Cingular Wireles PCS, LLC dba ATT Mobility","9585 WASHINGTON SQUARE ROAD","BEAVERTON, OR 97008",NA,"4812","517210",NA,NA,NA,"9585 WASHINGTON SQUARE ROAD, BEAVERTON, OR 97008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,"34-0173"
"1920","34-0174","New Cingular Wireless PCS, LLC dba ATT Mobility","54000 SW HANKINS RD","GASTON, OR 97119-9173",NA,"4812","517210",NA,NA,NA,"54000 SW HANKINS RD, GASTON, OR 97119",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,"34-0174"
"1921","34-9506","Sun Microsystems ","3380 NW 215TH AVE","HILLSBORO, OR 97124-7137",NA,NA,NA,NA,NA,NA,"3380 NW 215TH AVE, HILLSBORO, OR 97124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,"34-9506"
"1922","34-9516","Northwest Foam Products, Inc. ","9565 SW RIDDER RD","WILSONVILLE, OR 97070-8735",NA,NA,NA,NA,NA,NA,"9565 SW RIDDER RD, WILSONVILLE, OR 97070",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114,"34-9516"
"1923","34-9518","Pick-N-Pull Co. ","19135 SW PACIFIC HWY","SHERWOOD, OR 97140-9109",NA,"5015, 4911","423140, 221112",NA,NA,NA,"19135 SW PACIFIC HWY, SHERWOOD, OR 97140",1,23880,"PICK N PULL","AUTO RECYCLING & CAR SALES",441310,"AUTOMOTIVE PARTS & ACCESSORIES STORES",441120,"USED CAR DEALERS",30904,"USED OIL","LUBRCATING OILS USED","50-199","500-999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Chronic Health Hazard",1,370,"34-9518"
"1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001 WASHINGTON ST, OREGON CITY, OR 97045",NA,23592,"METRO REGIONAL GOVERNMENT","WASTE DISPOSAL SITE",921190,"OTHER GENERAL GOV SUPPORT",562111,"SOLID WASTE COLLECTION",21846,"PESTICIDES VARIOUS","VARIOUS","500-999","1,000-4,999","POUNDS","STEEL DRUM","Poisonous Material","Pesticide",1,402,"onsite_storage_23592"
"1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001 WASHINGTON ST, OREGON CITY, OR 97045",NA,74665,"METRO SOUTH TRANSFER STATION","SOLID WASTE TRANSFER STATION",562111,"SOLID WASTE COLLECTION",562212,"SOLID WASTE LANDFILL",14979,"HYDRAULIC OIL AW ISO 46","SOLVENT DEWAXED HEAVY PARAFFINIC","500-999","1,000-4,999","GALLONS","STEEL DRUM","Combustible Material","",1,402,"onsite_storage_74665"
"1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1737 WASHINGTON ST, OREGON CITY, OR 97045",NA,16471,"MAVERICK WELDING SUPPLIES INC","WELDING SUPPLY",423840,"IND SUPPLIES WHSLE",424690,"OTHER CHEMICAL & ALLIED PRODUCTS WHSLE",23483,"PROPYLENE","PROPYLENE","1,000-4,999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Flammable Gas","",1,307,"onsite_storage_16471"
"1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1625 N WASHINGTON ST, VERNONIA, OR 97064",NA,16789,"VERNONIA CITY OF","CITY PUBLIC WORKS DEPT",921190,"OTHER GENERAL GOV SUPPORT",0,"",13076,"FUEL OIL 2","NO 2 FUEL OIL","500-999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Flammable and Combustible Liquid","Acute Health Hazard",1,290,"onsite_storage_16789"
"1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"930 W WASHINGTON ST, STAYTON, OR 97383",NA,6560,"NORPAC FOODS INC","FOOD PACKAGING",311411,"FROZEN FRUIT, JUICE, & VEGETABLE MFG",311421,"FRUIT & VEGETABLE CANNING",23578,"PS 300 HEATING OIL","FUEL OIL RESIDUAL","10,000-49,999","10,000-49,999","GALLONS","ABOVEGROUND TANK","Flammable and Combustible Liquid","",1,1105,"onsite_storage_6560"
"1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"930 W WASHINGTON ST, STAYTON, OR 97383",NA,6560,"NORPAC FOODS INC","FOOD PACKAGING",311411,"FROZEN FRUIT, JUICE, & VEGETABLE MFG",311421,"FRUIT & VEGETABLE CANNING",25512,"SALT","SODIUM CHLORIDE","10,000-49,999","250,000-499,999","POUNDS","BAG","Acute Health Hazard","",1,1105,"onsite_storage_6560"
"1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"930 W WASHINGTON ST, STAYTON, OR 97383",NA,6560,"NORPAC FOODS INC","FOOD PACKAGING",311411,"FROZEN FRUIT, JUICE, & VEGETABLE MFG",311421,"FRUIT & VEGETABLE CANNING",26658,"SODA ASH","SODIUM CARBONATE","200-499","10,000-49,999","POUNDS","BAG","Acute Health Hazard","Reactive Material",1,1105,"onsite_storage_6560"
"1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"930 W WASHINGTON ST, STAYTON, OR 97383",NA,6560,"NORPAC FOODS INC","FOOD PACKAGING",311411,"FROZEN FRUIT, JUICE, & VEGETABLE MFG",311421,"FRUIT & VEGETABLE CANNING",30378,"ULD BP-50","PYRETHRINS","200-499","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard","Pesticide",1,1105,"onsite_storage_6560"
"1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"930 W WASHINGTON ST, STAYTON, OR 97383",NA,6560,"NORPAC FOODS INC","FOOD PACKAGING",311411,"FROZEN FRUIT, JUICE, & VEGETABLE MFG",311421,"FRUIT & VEGETABLE CANNING",32301,"WATERCARE 2102","SODIUM SULFITE","500-999","1,000-4,999","POUNDS","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard","",1,1105,"onsite_storage_6560"
