"Company","Address","More Info URL"
"NRC ENVIRONMENTAL SERVICES INC","6211 N Ensign St, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_023870"
"PORT OF PORTLAND","999 NW Frontage Rd, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_020276"
"VENTURA FOODS LLC","9000 NE Marx Dr, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_000724"
"DAVEY TREE EXPERT CO","5838 NE Columbia Blvd, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_025498"
"DARLING INGREDIENTS INC","9901 N Hurst Ave, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_087112"
"ANDERSEN CONSTRUCTION CO INC","6712 N Cutter Cir, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_025956"
"TOYO TANSO USA INC","2575 NW Graham Cir, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_020214"
"SHRINERS HOSPITALS","3101 SW Sam Jackson Park Rd, Portland, OR 97239, USA","www.portlandcleanair.org/onsite_storage_023788"
"TRIMET","2800 NW Nela St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_023929"
"DIESEL CAST WEST INC","8100 NE 14th Pl, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_024881"
"GRESHAM CITY OF","2123 SE Hogan Rd, Gresham, OR 97080, USA","www.portlandcleanair.org/onsite_storage_024860"
"RIP CITY MANAGEMENT","1 N Center Ct St #200, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_112054"
"HOUSE SPIRITS DISTILLERY LLC","65 SE Washington St, Portland, OR 97214, USA","www.portlandcleanair.org/onsite_storage_111973"
"ARCHITECTURAL CASTINGS","4701 SE 24th Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_119644"
"SOTELO LAWNCARE COMPANY","6620 N Richmond Ave, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_109375"
"ARCTIC GLACIER USA INC","909 N Columbia Blvd STE C, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_112672"
"REUSABLE CONTAINER COMPANY LLC","7543 N Upland Dr, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_120558"
"MARYS HARVEST FRESH FOODS INC","2705 NE Argyle St, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_120539"
"NATURE SAFE LAND CARE INC","18321 SE Giese Rd, Gresham, OR 97080, USA","www.portlandcleanair.org/onsite_storage_120311"
"TROUTDALE WEST WAREHOUSE","463 NW Perimeter Way, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_112376"
"NW NATURAL GAS CO","7900 NW St Helens Rd, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_120964"
"EXPEDITORS INTERNATIONAL OF WA INC","2530 N Marine Dr BLDG C, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_110582"
"LAKESIDE INDUSTRIES","6400 SE 101st Ave, Portland, OR 97266, USA","www.portlandcleanair.org/onsite_storage_110850"
"PRESSURE SAFE LLC","23365 NE Halsey St, Wood Village, OR 97060, USA","www.portlandcleanair.org/onsite_storage_120913"
"INDUSTRIAL FUMIGANT COMPANY LLC","21414 NE Sandy Blvd, Fairview, OR 97024, USA","www.portlandcleanair.org/onsite_storage_120970"
"ARCHER DANIELS MIDLAND CO","13940 N Rivergate Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_120748"
"AIRPORT TERMINAL SVC INC","7780 NE Air Cargo Rd, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_111143"
"OREGON SOAP CO","12773 NE Whitaker Way, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_120856"
"ARNPRIOR AEROSPACE PORTLAND INC","17383 NE Sacramento St, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_120841"
"COLORCENTRIC CORPORATION","4152 NE 185th Dr, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_118029"
"ADVANCED PRECISION ANODIZING INC","2233 NE 244th Ave, Wood Village, OR 97060, USA","www.portlandcleanair.org/onsite_storage_118329"
"GALVANIZERS COMPANY","2455 NW 29th Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_114191"
"RECOLOGY OREGON RECOVERY INC","6161 NW 61st Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_118041"
"METRO","4825 N Basin Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_118059"
"OREGON CRYSTAL TECHNOLOGIES","17905 NE Sandy Blvd, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_119028"
"PORTLAND BOTTLING COMPANY","234 NE 12th Ave, Portland, OR 97232, USA","www.portlandcleanair.org/onsite_storage_118105"
"PORT OF PORTLAND","6440 NE 82nd Ave, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_114159"
"BLAST ALL FINISHING LLC","3900 NE Bryant St, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_120070"
"ACRYLIC TECHNOLOGIES INC","8914 NE Alderwood Rd, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_115350"
"PORTLAND CHIMNEY INC","1439 SE 122nd Ave, Portland, OR 97233, USA","www.portlandcleanair.org/onsite_storage_117231"
"PENSKE TRUCK LEASING CO LP","4110 NW St Helens Rd, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_117050"
"C F PLASTICS INC","2630 SE 39th Loop, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_003863"
"INTEL CORPORATION","23225 NW Evergreen Pkwy, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_081739"
"HINES GROWERS INC","45296 SW Ritchey Rd, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_020488"
"CASCADE MICROTECH","9100 SW Gemini Dr, Beaverton, OR 97008, USA","www.portlandcleanair.org/onsite_storage_062263"
"TIGARD-TUALATIN SCHOOL DIST23J","9000 SW Durham Rd, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_041897"
"INTEL CORPORATION","Bldg D1b, 2501 Northwest 229th Avenue, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_062201"
"TRUGREEN LANDCARE","26020 NW Evergreen Rd, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_020504"
"MCKAY CREEK GOLF COURSE INC","1416 NW Jackson St, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_062862"
"KAISER PERMANENTE","19185 SW 90th Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_082085"
"PRO-GRO MIXES INC","26045 SW Grahams Ferry Rd, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_003783"
"PORT OF PORTLAND","1040 NE 25th Ave, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_020813"
"BARRIER CORPORATION","9908 SW Tigard St, Portland, OR 97223, USA","www.portlandcleanair.org/onsite_storage_003667"
"TEKTRONIX INC","13600 SW Karl Braun Dr, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_020854"
"TRIMET","16130 SW Merlo Rd, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_039678"
"GROUNDS MAINTENANCE OF OR INC","23050 SW 82nd Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_009385"
"TUALATIN HILLS PARK & REC","3500 SW 78th Ave, Portland, OR 97225, USA","www.portlandcleanair.org/onsite_storage_019090"
"TUALATIN HILLS PARK & REC","18300 NW Park View Blvd, Portland, OR 97229, USA","www.portlandcleanair.org/onsite_storage_019089"
"PROFESSIONAL GROUNDS MGMT","28335 NW Evergreen Rd, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_060669"
"TUALATIN COUNTRY CLUB","9145 SW Tualatin Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_043236"
"PORTLAND GOLF CLUB","5900 SW Scholls Ferry Rd, Portland, OR 97225, USA","www.portlandcleanair.org/onsite_storage_043233"
"CASCADE SYSTEMS TECHNOLOGY INC","23176 NE Bennett St, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_043081"
"TOSOH QUARTZ","14380 NW Science Park Dr, Portland, OR 97229, USA","www.portlandcleanair.org/onsite_storage_004767"
"TUALATIN HILLS PARK & REC","15707 SW Walker Rd, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_019093"
"TEKTRONIX INC","13955 SW Terman Rd, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_019110"
"TUALATIN HILLS PARK & REC","7300 SW Scholls Ferry Rd, Beaverton, OR 97008, USA","www.portlandcleanair.org/onsite_storage_019094"
"TEKTRONIX INC","13900 SW Karl Braun Dr, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_019108"
"TEKTRONIX INC","13700 SW Karl Braun Dr, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_019107"
"PACIFIC FOODS OF OREGON INC","9735 SW Tualatin-Sherwood Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_080776"
"PACIFIC FOODS OF OREGON INC","19300 SW Teton Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_080777"
"OHSU","Bldg 637, 505 NW 185th Ave, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_018856"
"HILLSBORO CITY OF","953 SE Maple St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_080899"
"FOREST HILLS GOLF COURSE","36260 SW Tongue Ln, Cornelius, OR 97113, USA","www.portlandcleanair.org/onsite_storage_043255"
"OREGON BERRY PACKING INC","6000 SW Minter Bridge Rd, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_018977"
"KING CITY GOLF COURSE","16060 SW King Charles Ave, King City, OR 97224, USA","www.portlandcleanair.org/onsite_storage_043259"
"BPA","4123 NW Rickey Terrace, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_019182"
"JAE OREGON INC","11555 SW Leveton Dr, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_020025"
"SUBURBAN PLATING LLC","13019 SW Herman Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_104456"
"WESTERN INDUST CERAMICS","10725 SW Tualatin-Sherwood Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_004486"
"GRIFFITH POLYMERS INC","10500 SW Manhasset Dr, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_004173"
"KNIFE RIVER","699 SW Wood St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_104705"
"PACIFIC FOODS OF OREGON INC","19550 SW 97th Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_062084"
"TUALATIN VALLEY WATER DISTRICT","9500 SW Inglewood St, Portland, OR 97225, USA","www.portlandcleanair.org/onsite_storage_019497"
"TUALATIN VALLEY WATER DISTRICT","11285 SW Center St, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_019498"
"MORSE BROTHERS INC","12000 SW Tonquin Rd, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_004543"
"GREENSCAPES LAWN TREE & PLANT","8900 SW Burnham St E105, Tigard, OR 97223, USA","www.portlandcleanair.org/onsite_storage_081290"
"ALLIANCE PACKAGING","23035 NE Jacobson St, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_004620"
"H W METAL PRODUCTS","19480 SW 118th Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_004602"
"TVT DIE CASTING & MFG INC","7330 SW Landmark Ln, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_001476"
"BEAVERTON CITY OF","9600 SW Allen Blvd, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_063743"
"ROCKMORE INTERNATIONAL INC","10065 SW Commerce Cir, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_001199"
"POWDER TECH INC","9900 SW Herman Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_068051"
"TRANE OREGON SERVICE CO","7257 SW Kable Ln, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_026672"
"TUALATIN VALLEY WATER DISTRICT","2787 SE 75th Ave, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_068104"
"BALZER PAINTING INC","19405 SW 125th Ct, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_027749"
"WILLAMETTE RESOURCES INC","10295 SW Ridder Rd, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_022834"
"SUNBURST PRODUCTS INC","10054 SW Arctic Dr, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_031364"
"ELECTRO SCIENTIFIC INDUSTRIES","Building 1, 13900 NW Science Park Dr, Portland, OR 97229, USA","www.portlandcleanair.org/onsite_storage_068495"
"THERM-TEC INC","20525 SW Cipole Rd, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_001925"
"GM NAMEPLATE","13725 SW Millikan Way, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_031458"
"INSERTA FITTINGS CO","3707 24th Ave, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_031728"
"HAZELNUT GROWERS WESTNUT LLC","401 N 26th Ave, Cornelius, OR 97113, USA","www.portlandcleanair.org/onsite_storage_029683"
"CHICK A DEE GARDENS NURSERY INC","24130 SW Grahams Ferry Rd, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_022617"
"AIR LIQUIDE AMERICA","10450 SW Tualatin-Sherwood Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_001795"
"R & S NURSERY INC","28159 SW Raynard Rd, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_022519"
"GOLD HILL NURSERY LLC","24700 SW Tile Flat Rd, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_022518"
"OLIGOS ETC INC","9775 SW Commerce Cir STE C-6, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_022514"
"STANDARD MULTIWALL BAG MFG CO","1800 SW Merlo Dr, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_030558"
"FUJIMI CORPORATION","11200 SW Leveton Dr, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_066267"
"BONITA PIONEER PACKAGING","7400 SW Landmark Ln, Tigard, OR 97223, USA","www.portlandcleanair.org/onsite_storage_024003"
"RELIABLE TRANSMISSION","3695 SW 185th Ave, Aloha, OR 97007, USA","www.portlandcleanair.org/onsite_storage_023967"
"ARCIS CORP","10680 NW 289th Ave, North Plains, OR 97133, USA","www.portlandcleanair.org/onsite_storage_085152"
"GENERAL TREE SERVICE","6795 SW 111th Ave, Beaverton, OR 97008, USA","www.portlandcleanair.org/onsite_storage_025656"
"PGE","2213 SW 153rd Dr, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_067071"
"LANDDCARE","7920 SW Hunziker St, Tigard, OR 97223, USA","www.portlandcleanair.org/onsite_storage_025036"
"COFFEE CREEK CORRECTIONAL FACILITY","24499 SW Grahams Ferry Rd, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_087091"
"TUALATIN VALLEY WATER DISTRICT","4735 NW Cornelius Pass Rd, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_085183"
"BARRIER CORPORATION","9814 SW Tigard St, Portland, OR 97223, USA","www.portlandcleanair.org/onsite_storage_084614"
"BANKS MANUFACTURING LLC","NE Commerce St, Banks, OR 97106, USA","www.portlandcleanair.org/onsite_storage_001018"
"JIFFY LUBE","15930 SW Tualatin-Sherwood Rd, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_086956"
"CLEAN WATER SERVICES","2025 SW Merlo Ct, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_023586"
"TOKYO OHKA KOGYO AMERICA INC","4600 Northwest Brookwood Parkway, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_024897"
"NORTEK AIR SOLUTIONS","19855 SW 124th Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_085414"
"TUFCOAT","12345 SW Myslony St, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_000862"
"OREGON COLLEGE OF ART & CRAFT","8245 SW Barnes Rd, Portland, OR 97225, USA","www.portlandcleanair.org/onsite_storage_087052"
"TEREX SERVICES","12805 SW 77th Pl, Tigard, OR 97223, USA","www.portlandcleanair.org/onsite_storage_035089"
"DEQ","3150 Northwest 229th Avenue Ste 150, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_002842"
"PRINTGRAPHICS INC","10950 SW 5th St #310, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_003024"
"SUMITOMO ELECTRIC SEMICONDUCT","7230 NW Evergreen Pkwy, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_083176"
"COLUMBIA CORRUGATED BOX CO INC","12777 SW Tualatin-Sherwood Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_003238"
"INTERNATIONAL PAPER","5500 SW Western Ave, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_021384"
"PACIFIC FOODS OF OREGON INC","9693 SW Tualatin-Sherwood Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_106152"
"TEUFEL PRODUCTS COMPANY","31615 NW Scotch Church Rd, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_036761"
"TOKAI CARBON USA INC","4495 NE 59th Ave, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_063742"
"BEAVERTON CITY OF","14600 SW Sexton Mountain Dr, Beaverton, OR 97007, USA","www.portlandcleanair.org/onsite_storage_063679"
"NIKE INC","One Bowerman Dr, Cedar Hills, OR, USA","www.portlandcleanair.org/onsite_storage_021339"
"TIGARD-TUALATIN SCHOOL DIST23J","14650 SW 97th Ave, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_089465"
"GLACIER NORTHWEST INC","19585 SW 118th Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_065722"
"WADE MFG CO","9995 SW Avery St, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_002379"
"PROTOCO ENTERPRISES LLC","28757 NW West Union Rd, North Plains, OR 97133, USA","www.portlandcleanair.org/onsite_storage_002433"
"PACIFIC LANDSCAPE MGMT INC","21555 NW Amberwood Dr, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_084207"
"CORNELIUS QUAKER STATE","736 E Baseline St, Cornelius, OR 97113, USA","www.portlandcleanair.org/onsite_storage_084338"
"VANGUARD EMS INC","3725 SW Hocken Ave, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_032508"
"YEAROUND LAWN CARE","2920 SE 74th Ave, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_089932"
"NORTHWEST EARTHMOVERS INC","13600 SW Galbreath Dr, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_068547"
"SPECIALIZED PAVEMENT MARKING","11095 SW Industrial Way BLDG B, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_068609"
"BARRIER CORPORATION","9820 SW Tigard St, Tigard, OR 97223, USA","www.portlandcleanair.org/onsite_storage_084613"
"P-M INDUSTRIES INC","14305 SW Millikan Way, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_002224"
"DAVIS TOOL INC","780 SW Bailey St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_032108"
"LEUPOLD & STEVENS INC","14400 NW Greenbrier Pkwy, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_002614"
"FUJIMI CORPORATION","9949 SW Commerce Cir, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_021657"
"CARTER 2 SYSTEMS INC","SE 39th Ave, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_034667"
"ADVANCED COLOR SYSTEMS INC","10350 SW Tualatin Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_087764"
"R & D MFG INC","160 SW Freeman Ave, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_065181"
"HILLSBORO SCHOOL DISTRICT 1J","1220 SW Walnut St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_087604"
"SURE POWER INC","10189 SW Avery St, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_002122"
"ALOHA SANITARY SERVICE","8600 SW Hillsboro Hwy, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_033930"
"R & S NURSERY CO","11715 SW Hillsboro Hwy, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_021893"
"POLY-CAST INC","14140 SW 72nd Ave #100, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_006757"
"ANTHRO CORP","10630 SW Manhasset Dr, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_100250"
"OAK HILLS HOMEOWNERS ASSOC","2085 NW 153rd Ave, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_056337"
"MONTINORE VINEYARDS","3663 SW Dilley Rd, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_048693"
"NEW SEASON FOODS","2329 Yew St, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_006637"
"MORGAN INDUSTRIAL INC","23810 NE Huffman St, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_055840"
"BEYNON SPORT SURFACES","19600 SW 129th Ave STE A, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_007120"
"AXIOM INDUSTRIES INC","18300 SW Boones Ferry Rd, Portland, OR 97224, USA","www.portlandcleanair.org/onsite_storage_007131"
"AIRGAS USA LLC","16325 SW Upper Boones Ferry Rd, Portland, OR 97224, USA","www.portlandcleanair.org/onsite_storage_014451"
"TUALATIN HILLS PARK & REC","9985 SW 125th Ave, Beaverton, OR 97008, USA","www.portlandcleanair.org/onsite_storage_074634"
"AIRGAS USA LLC","20001 SW Teton Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_016327"
"WESTMARK INDUSTRIES INC","6701 SW McEwan Rd, Lake Oswego, OR 97035, USA","www.portlandcleanair.org/onsite_storage_048213"
"BEAVERTON CITY OF","13520 SW Hanson Rd, Beaverton, OR 97008, USA","www.portlandcleanair.org/onsite_storage_016508"
"HILLSBORO CITY OF","Gaston, OR 97119, USA","www.portlandcleanair.org/onsite_storage_100526"
"INTERNATIONAL PAPER COMPANY","5570 SW Western Ave, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_016469"
"CLEAN WATER SERVICES","3235 SW River Rd, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_016445"
"FOREST GROVE CITY OF","501 Watercrest Rd, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_016513"
"CONTECH ENGINEERED SOLUTIONS LLC","710 SW Armco Ave, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_006443"
"INTEL CORPORATION","Bldg Jf1, 2111 NE 25th Ave, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_006453"
"NW FIRE SUPPRESSION INC","1800 NW 169th Pl C700, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_076195"
"PACIFIC MODULAR INC","6190 SW Arctic Dr, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_056693"
"PACIFIC FOODS OF OREGON INC","19480 SW 97th Ave, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_056659"
"SCOTTS LAWNSERVICE","13565 SW Tualatin-Sherwood Rd, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_099276"
"CASCADE WINDOWS","10255 Spokane Ct, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_052466"
"LIEB FOODS LLC","2550 23rd Ave, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_054231"
"MACS RADIATOR & REPAIR","631 SW Baseline St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_011727"
"WILLAMETTE LANDSCAPE SERVICES","18480 SW Pacific Dr, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_052253"
"USHER PRECISION MANUFACTURING INC","3863 24th Ave, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_008371"
"PARTNERS ON DEMAND INC","13955 SW Millikan Way, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_098581"
"GARRON GROUNDS MAN INC","11277 SW Clay St STE D, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_053206"
"CHINICK LANDSCAPING & NURSERY","21300 NW West Union Rd, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_052849"
"PACKAGING RESOURCES CO","12555 SW Tualatin-Sherwood Rd, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_008723"
"BOB CARLSON INC","560 SW Maple St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_010139"
"PRECISION WIRE COMPONENTS LLC","10230 Spokane Ct, Tualatin, OR 97062, USA","www.portlandcleanair.org/onsite_storage_052947"
"BRIDGEPORT DISTRIBUTION INC","16520 SW 72nd Ave BLDG 7, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_013332"
"TAPP LABEL CO LLC","11000 SW 11th St STE 400-D, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_007820"
"DMH INC","3802 24th Ave, Forest Grove, OR 97116, USA","www.portlandcleanair.org/onsite_storage_007651"
"INTEL CORPORATION","5200 NE Elam Young Pkwy, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_006454"
"ACUMED INC","5885 NW Cornelius Pass Rd, Hillsboro, OR 97124, USA","www.portlandcleanair.org/onsite_storage_049417"
"RESERS FINE FOODS INC","11150 SW Allen Blvd, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_007404"
"LGINTERNATIONAL","6700 SW Bradbury Ct, Portland, OR 97224, USA","www.portlandcleanair.org/onsite_storage_007883"
"RELIABLE TRANSMISSION","144 SE Oak St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_013750"
"AXIOM ELECTRONICS","19545 NW Von Neumann Dr, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_008247"
"ELECTRONIC MFG SERVICES","10950 SW 5th St #180, Beaverton, OR 97005, USA","www.portlandcleanair.org/onsite_storage_008264"
"LEXUS OF PORTLAND LLC","8840 SW Canyon Rd, Portland, OR 97225, USA","www.portlandcleanair.org/onsite_storage_055035"
"JB INSULATION","14255 SW Galbreath Dr, Sherwood, OR 97140, USA","www.portlandcleanair.org/onsite_storage_096678"
"HILLSBORO CITY OF","142 SE Maple St, Hillsboro, OR 97123, USA","www.portlandcleanair.org/onsite_storage_017864"
"TWIN OAKS DIALYSIS CENTER","15201 NW Greenbrier Pkwy STE C-2, Beaverton, OR 97006, USA","www.portlandcleanair.org/onsite_storage_092562"
"BLASTZONE SANDBLASTING","8260 SW Old Highway 47, Gaston, OR 97119, USA","www.portlandcleanair.org/onsite_storage_102380"
"VISION PLASTICS","26000 SW Parkway Center Dr, Wilsonville, OR 97070, USA","www.portlandcleanair.org/onsite_storage_043616"
